empire_id,question,option_a,option_b,option_c,option_d,correct,difficulty,category,explanation,verified
1,How were auxiliaries rewarded after 25 years of service?,"Celtic, Hispanic or Germanic individuals","After 25 years of service, auxiliaries were rewarded with Roman citizenship, which was also extended to their sons.",Hunting was considered an appropriate pastime in the Campus Martius.,"Individuals in the Roman Empire could gain prestige by investing their wealth in grand estates or townhouses, luxury items, public entertainments, funerary monuments, and religious dedications. They could also succeed through networking in guilds (collegia) and corporations (corpora).",B,2,culture,,False
1,What were the reasons for suppressing druidism in Gaul?,The power of the druids was checked by forbidding Roman citizens to belong to the order and then by banning druidism altogether.,They would be unable to set down the full scope,"Admission to the higher ordines brought distinction and privileges, but also responsibilities.",Writing out copies on a papyrus roll (volumen) by scribes.,A,2,geography,,False
1,What was glassblowing regarded as by the Romans?,"Young Roman men often went abroad to study rhetoric and philosophy, mostly in Athens.",Glassblowing was regarded by the Romans as originating in Syria in the 1st century BC.,"Major examples of Roman mosaics are found in present-day Turkey, Italy, southern France, Spain, and Portugal.","The technique used to create mosaics in ancient Rome is the tessellated mosaic, formed from uniform pieces (tesserae) of materials such as stone and glass.",B,2,geography,,False
1,How were revenues from the estate tax and auction tax utilized in the Roman Empire?,"Scenes from mythology and theatre, landscapes and gardens, spectacles, everyday life, and erotic art",They could manifest their approval or displeasure as a group at games.,"The mimus theatre genre featured scripted scenarios with free improvisation, risqué language and sex scenes, action sequences, and political satire, along with dance, juggling, acrobatics, tightrope walking, striptease, and dancing bears.",Revenues from the estate tax and from an auction tax went towards the veterans' pension fund (aerarium militare).,D,2,politics,,False
1,What was the central religious authority held by the emperor?,"Cults of Cybele, Isis, Epona, and of solar gods such as Mithras and Sol Invictus.","Bread, wine, and oil",The emperor made himself the central religious authority as pontifex maximus.,The emperor's position as universal benefactor and the right of citizens to share in 'the fruits of conquest',C,2,rulers,,False
1,What did the papyri preserve that suggest elements of economic rationalism?,sestertius,Complex accounting methods,training,Mystery religions,B,2,culture,,False
1,What was the period of unprecedented stability and prosperity known as in the first two centuries of the Roman Empire?,Religious observances,Roman aqueducts,Aurelian,Pax Romana,D,2,culture,,False
1,How did the Romans view the mysteries and exclusive oaths associated with religionists?,"Cybele, Isis, Epona, Mithras, and Sol Invictus.",The presence of complex accounting methods suggests elements of economic rationalism in the Roman Empire.,Hypocausts are a form of central heating.,"Conservative Romans viewed the mysteries and exclusive oaths associated with religionists with suspicion as characteristic of 'magic', conspiracy, and subversive activity.",D,2,culture,,False
1,"Under Christian emperors, what was the status of Jewish communities?","They enjoyed a century of stable, even privileged, existence.",a townhouse (domus) and at least one luxury home (villa),The width of the purple stripes (clavi) on his tunic,Chariot racing was considered magical and charioteers were often suspected of sorcery. Curse tablets have been found buried at the site of racetracks.,A,2,religion,,False
1,What were the primary sources of direct tax revenue?,Individuals who paid a poll tax and a tax on their land,The only serious credit shortage known to have occurred in the early Roman Empire was in 33 AD.,Insulated glazing or double glazing,vir illustris and clarissimus,A,2,politics,,False
1,What were the primary subjects taught in primary education during ancient times?,A typical bank had fairly limited capital.,"reading, writing, and arithmetic","The daily ration of the annona included bread, olive oil, wine, and pork.",Debasement of the currency,B,2,culture,,False
1,What type of books were considered subversive and could be publicly burned?,Books deemed treasonous.,Formed guilds,Pax Romana,Latin and Greek,A,2,culture,,False
1,What was the role of faith in Roman religion?,"Conservative Romans disapproved of Greek-style athletics because they promoted a fine body for its own sake, which was seen as inappropriate.",A government scribe (scriba) could read or write their official documents for them.,"Religion depended on knowledge and the correct practice of prayer, ritual, and sacrifice, not on faith or dogma.","To supply water to public fountains, baths, toilets, and industrial sites",C,2,religion,,False
1,What was a common issue in the quality of editing during the time period?,plagiarism or forgery,Nine cohorts,fascist ideology,Coarse wool,A,2,culture,,False
1,What was a common issue in the editing of texts during this time period?,Roman roads,Circenses,Plagiarism or forgery,The Campus Martius.,C,2,culture,,False
1,What is considered the richest single source of Roman iconography?,inviolability,Sarcophagus relief,The Eastern Empire,The Imperial treasury,B,2,culture,,False
1,What type of buildings did most people live in the city of Rome?,Multistory apartment buildings (insulae),"horse races, chariot races, the equestrian Troy Game, staged beast hunts (venationes), athletic contests, gladiator combat, and historical re-enactments",Those who had risen to the Senate were encouraged to return to their hometowns in an effort to sustain civic life.,"Women were encouraged to maintain health through activities such as playing ball, swimming, walking, or reading aloud.",A,2,geography,,False
1,What dynasty followed the Julio-Claudian dynasty?,Virgil's Aeneid,The Year of the Four Emperors led to the emergence of Vespasian.,"Diocletian's efforts included two major compilations of law in four years, the Codex Gregorianus and the Codex Hermogenianus.",Domitian crucified copyists for reproducing works deemed treasonous.,B,2,rulers,,False
1,How were senators added to the 600-member body?,Emperors often filled vacancies by appointment,It was Roman policy to respect the mos regionis and regard local laws as a source of legal precedent and social stability.,Celtic and Italic languages.,"Tax obligations were determined by the census, where each head of household provided a headcount of his household and an accounting of his property.",A,2,culture,,False
1,Who received primary education in ancient Rome?,Only the emperor could wear an all-purple toga.,Boys and girls received primary education.,"Water was carried through masonry channels using gravity alone and then fed through pipes to public fountains, baths, toilets, or industrial sites.","The main courses included kid, beans, greens, a chicken, and leftover ham, followed by a dessert of fruit and wine.",B,2,culture,,False
1,What were some of the commodities traded by the Roman provinces?,"Some of the commodities traded by the Roman provinces were grain, olive oil, foodstuffs, garum (fish sauce), slaves, ore and manufactured metal objects, fibres and textiles, timber, pottery, glassware, marble, papyrus, spices and materia medica, ivory, pearls, and gemstones.",social and political protest,"Portraiture, mainly in sculpture.","The simple sleeved tunic was the basic garment for all Romans, regardless of gender or wealth.",A,2,culture,,False
1,What determined the distance between mansiones along the Roman roads?,How far a wagon could travel in a day,"Reading, writing, and arithmetic","The full scope of the Roman government's concerns cannot be fully expressed even if all seas were ink, all reeds were pen, all skies parchment, and all men scribes","An Itinerarium, often assumed to be based on the Roman cursus publicus",A,2,culture,,False
1,What factor contributed to increased social mobility in ancient Rome?,Initial Roman painting drew from Etruscan and Greek models and techniques.,A professional deposit banker,The blurring of the Republic's more rigid hierarchies.,"The physical arrangement of the amphitheatre represented the order of Roman society, with the emperor in his opulent box, senators and equestrians in reserved advantageous seats, women seated at a remove from the action, slaves given the worst places, and everybody else in-between.",C,2,politics,,False
1,What did the state distribute as a daily ration during the reign of Aurelian?,"Bread, olive oil, wine, and pork",Plagiarism or forgery were common,They were cultivated alongside local and Roman deities,"Judaism, unlike Christianity, was considered a religio licita because it was a legitimate religion.",A,2,rulers,,False
1,What were the primary functions of public baths in Roman society?,Portraiture in painting is represented primarily by the Fayum mummy portraits.,The Romans thought gladiator contests had originated with funeral games and sacrifices.,"Exercise room, sauna, exfoliation spa, ball court, outdoor swimming pool","Hygienic, social, and cultural functions",D,2,culture,,False
1,How was water supplied to public fountains and baths in ancient Rome?,"olive oil, foodstuffs, garum (fish sauce), slaves, ore and manufactured metal objects, fibres and textiles, timber, pottery, glassware, marble, papyrus, spices and materia medica, ivory, pearls, and gemstones.",The emperor held the position of Pontifex Maximus.,"The mysteries involved exclusive oaths and secrecy, which conservative Romans viewed with suspicion as characteristic of 'magic', conspiracy, and subversive activity.",Through pipes fed by tanks collecting water from aqueducts,D,2,culture,,False
1,What was the purpose of the aqueducts constructed by the Romans?,"The Roman cavalry of the earliest Empire were primarily from Celtic, Hispanic or Germanic areas.",the throne of the Roman Empire,The Latin phrase imperium sine fine means 'empire without end'.,"To carry water to public fountains, baths, toilets, or industrial sites.",D,2,culture,,False
1,What was a common practice in libraries during this time?,"Those who converted to Christianity could lose their standing as honestiores, especially if they declined to fulfill religious responsibilities, and thus became subject to punishments that created the conditions of martyrdom.",Slaves could be subjected to forms of corporal punishment not normally exercised on citizens.,Collectors amassed personal libraries.,Women could own property,C,2,culture,,False
1,What were Centonarii specialized in?,"The priesthoods of the state religion were filled from the same pool of men who held public office, and the Pontifex Maximus was the emperor.",Competition and not hereditary succession or land ownership.,forbidding Roman citizens to belong to the order and banning druidism altogether,textile production and the recycling of old clothes into pieced goods,D,2,culture,,False
1,What were some of the gods that Romans worshipped alongside local deities?,A freedman could play a priestly role.,"Supplying and transporting the legions, protecting the frontiers, and guarding maritime trade against pirates","Judaism was considered a religio licita, 'legitimate religion.'","Cults of Cybele, Isis, Epona, and solar gods such as Mithras and Sol Invictus.",D,2,religion,,False
1,What are Roman roads considered to be?,"Yes, the blurring of the Republic's more rigid hierarchies led to increased social mobility.",the most advanced built until the early 19th century,"Professional and trade guilds, veterans' groups, religious sodalities, drinking and dining clubs, performing troupes, and burial societies",The average lifespan is estimated at the mid-twenties.,B,2,culture,,False
1,"During the time of Nero, where were senators primarily from?",Mid-twenties,Greek,moral and practical,Italy,D,2,culture,,False
1,During which period did reading become rarer for those within the Church hierarchy?,The decline of the Western Roman Empire,Elaborately carved marble and limestone sarcophagi.,To promote stability by absorbing them rather than eradicating them,"The main course often included kid, beans, greens, a chicken, and leftover ham, followed by a dessert of fruit and wine.",A,2,religion,,False
1,From which region do plentiful and major examples of Roman mosaics come?,Present-day Turkey,Collisions (naufragia),10 to 20%,manus marriage,A,2,geography,,False
1,Who financed the majority of public buildings and public display of art in the Roman Empire?,The Iberian Peninsula,Portraiture in painting.,Private individuals,An exercise room.,C,2,culture,,False
1,What were the main purposes for which artistic objects were made in Roman society?,"religious dedications, funerary commemoration, domestic use, and commerce",To re-unite the Empire,Textile and clothing production was a major source of employment.,"Slaves, convicts, or free volunteers.",A,2,religion,,False
1,What were the Roman roads called?,The Roman roads were called 'viae'.,Parents were expected to act as role models and pass their skills to their children.,Baths had hypocaust heating,Emperors often filled vacancies by appointment,A,2,culture,,False
1,What was the smallest coin commonly circulated in the Roman Empire?,Average height,peoples or towns,Around 30,the bronze as,D,2,culture,,False
1,What were Latin words commonly incorporated into Greek used for during the early imperial era?,"The daily ration of the annona included bread, olive oil, wine, and pork.","military, administration, and trade and commerce matters","The grammaticus taught mainly Greek and Latin literature, with history, geography, philosophy or mathematics treated as explications of the text.",Giving birth to three children,B,2,battles,,False
1,What were noxii convicts sentenced to the arena with?,"Roman 'foodies' indulged in wild game, fowl such as peacock and flamingo, large fish, and shellfish.",The persecution of heretics began in Late Antiquity,Noxii convicts were often unarmed.,"Those who converted to Christianity could lose their standing as honestiores, especially if they declined to fulfill religious responsibilities, and thus became subject to punishments that created the conditions of martyrdom.",C,2,culture,,False
1,What were the competitive events held in smaller venues like the amphitheatre and stadium?,The three higher 'orders' and certain military officers.,The term illiteratus in Latin could mean both 'unable to read and write' and 'lacking in cultural awareness or sophistication'.,"Greek-style athletics including footraces, boxing, wrestling, and the pancratium.",Dicing as a form of gambling,C,2,culture,,False
1,What were the consequences for reproducing subversive books during the reign of Domitian?,Plagiarism and forgery,Circus Maximus,The physical arrangement,Copyists were crucified.,D,2,rulers,,False
1,Where did Rome acquire most of its slaves?,"Knowledge of Greek was useful to pass as educated nobility and knowledge of Latin was useful for a career in the military, government, or law.",The resistance of the wealthy to paying taxes.,"The Romans assembled all essential components of the much later steam engine, including the crank and connecting rod system, Hero's aeolipile, the cylinder and piston, non-return valves, and gearing.","During the period of republican expansionism, war captives were a main source of slaves.",D,2,battles,,False
1,Which architectural traditions did Rome's influence on Islamic architecture?,Geography alongside meticulous written records,"To supply water to public fountains, baths, toilets, and industrial sites","domestic, imperial or public service, urban crafts and services, agriculture, and mining","Romanesque, Renaissance, and Neoclassical",D,2,culture,,False
1,What was the estimated annual iron output during the Roman era?,construction industry,The sestertius.,77 days,"82,500 tonnes",D,2,culture,,False
1,What were some sources of indirect-tax revenue during the Roman Empire?,"No, anti-pagan laws were not generally enforced.","The portoria, customs and tolls on trade, including among provinces.","The architectural features above the level of the pillar bases in Aquae Sulis in Bath, England are a later reconstruction.","The ancient model of rhetorical training emphasized restraint, coolness under pressure, modesty, and good humor.",B,2,politics,,False
1,What was the attitude of Tertullian towards deaths in the arena?,Geography alongside meticulous written records,The pallium replaced the toga as a garment embodying social unity.,Mansio were privately run service stations franchised by the imperial bureaucracy for the cursus publicus.,Tertullian considered deaths in the arena to be nothing more than a dressed-up form of human sacrifice.,D,2,culture,,False
1,When did a major persecution of Christians occur under the emperor Domitian?,Ovid's erotic poetry running afoul of Augustan morality,A major persecution occurred under the emperor Domitian.,"Nerva, Trajan, Hadrian, Antoninus Pius, Marcus Aurelius","Tiberius, Caligula, Claudius, and Nero",B,2,rulers,,False
1,Which cults in ancient Rome included ecstatic dancing?,"The staged combats were considered munera, 'services, offerings, benefactions', initially distinct from the festival games (ludi).",Roman fascination with gladiators,"Romanesque, Renaissance, and Neoclassical",The cults of Cybele and Isis included ecstatic dancing.,D,2,culture,,False
1,Which Latin poets are considered prominent in late antiquity?,"The local businessmen, known as negotiatores or mercatores, were involved in trading textiles and finished garments.","Prominent Latin poets of late antiquity include Ausonius, Prudentius, Claudian, and Sidonius Apollinaris.",There was never a legal requirement for Latin in the Empire,Medical writers such as Galen recognized the importance of a good diet to health.,B,2,culture,,False
1,Which languages were shaped by Gaulish?,The emergent Gallo-Romance languages,The tendency towards fiat money.,The judgment of the presiding official and the relative 'worth' of the defendant.,Public readings (recitationes) expanded from the 1st through the 3rd century.,A,2,culture,,False
1,Who were the convicts sentenced to the arena with little or no training?,Di Manes,Caracalla,Noxii,opus sectile,C,2,culture,,False
1,What are some major Greek authors of the Roman Empire?,Literate women ranging from cultured aristocrats to girls trained to be calligraphers and scribes.,"Roman aristocracy was based on competition, and unlike later European nobility, a Roman family could not maintain its position merely through hereditary succession or having title to lands.","They could be slaves, convicts, or free volunteers","Plutarch, Strabo, and Lucian",D,2,culture,,False
1,What is considered the most advanced built road system until the early 19th century?,Persius and Juvenal,Water collection,Roman roads,Apicius,C,2,culture,,False
1,What garment replaced the toga in the later Empire?,Adultery was criminalized,Mimus theater,Religious observances,The pallium,D,2,culture,,False
1,What is opus sectile and when did it become popular?,Elaborately carved marble and limestone sarcophagi,"State-supported theatrical events took place on temple steps or in grand stone theatres, and the largest structure regularly built in the Roman world was the circus.",Opus sectile is a technique where flat stone is cut into shapes to form patterns. It became popular in the 4th century.,Christianity emerged in Roman Judaea in the 1st century.,C,2,culture,,False
1,What were some popular types of books in ancient Rome?,"Illustrated books, including erotica, were popular in ancient Rome.",The emperor had the final say in the outcome of spectacles and arena events in ancient Rome.,The Roman temple in Rome that was later converted into a Catholic church is called the Pantheon.,"Most apartments in Rome lacked kitchens, though a charcoal brazier could be used for rudimentary cookery.",A,2,culture,,False
1,What were some of the functions of Roman roads?,"Roman baths offered amenities such as an exercise room, sauna, exfoliation spa, ball court, or outdoor swimming pool.",Sentencing depended on the judgment of the presiding official as to the relative 'worth' (dignitas) of the defendant.,"The purpose of the military after a city or people was brought under treaty was policing: protecting Roman citizens, agricultural fields, and religious sites.","The system of roadways facilitated military policing, communications, and trade, and were resistant to floods and other environmental hazards.",D,2,battles,,False
1,Where were carryout and restaurants typically found in ancient Rome?,"Carryout and restaurants were for the lower classes; fine dining appeared only at dinner parties in wealthy homes with a chef (archimagirus) and kitchen staff, or banquets hosted by social clubs (collegia).",The standardization of money throughout the Empire promoted trade and market integration.,townhouse (domus) and luxury home (villa),"Making a register of cities, taking a census, and surveying the land.",A,2,culture,,False
1,What were the limitations on a freedman's social status?,"Primary education for children could take place at home if parents hired or bought a teacher, or they could attend 'public' schools organized by a schoolmaster paid by parents.","Boys and girls received primary education generally from ages 7 to 12, and the classes were not segregated by grade or age.","Freestanding statuary in marble, bronze and terracotta, and reliefs from public buildings and monuments",A freedman could not marry a woman from a senatorial family or achieve legitimate senatorial rank himself.,D,2,culture,,False
1,What did Roman literature focus on?,The dining habits of the upper classes.,The roads were primarily built for military purposes.,"The daily ration included bread, olive oil, wine, and pork.","The public baths served hygienic, social, and cultural functions.",A,2,culture,,False
1,Where was glassblowing regarded as originating by the Romans?,"About 20 percent of the population lived in cities, Rome being the largest.",Syria,268 different occupations in Rome and 85 in Pompeii,"The technique used to create mosaics in ancient Rome is the tessellated mosaic, formed from uniform pieces (tesserae) of materials such as stone and glass.",B,2,geography,,False
1,What types of patterns and motifs were used to decorate clothing in the Dominate?,His former master became his patron (patronus): the two continued to have customary and legal obligations to each other.,The revenues went towards the veterans' pension fund (aerarium militare).,The emperor made himself the central religious authority as pontifex maximus.,"Clothing worn by both soldiers and bureaucrats in the Dominate became highly decorated with geometrical patterns, stylized plant motifs, and in more elaborate examples, human or animal figures.",D,2,culture,,False
1,What were the limitations on the rights and privileges of freedmen in the early Empire?,"A freedman could not hold public office or the highest state priesthoods, marry a woman from a senatorial family, or achieve legitimate senatorial rank.",To secure the loyalty of the army or Praetorians.,"A freedman was not entitled to hold public office or the highest state priesthoods, nor could he marry a woman from a senatorial family or achieve legitimate senatorial rank himself.",The Pont du Gard aqueduct is a bridge that crosses the river Gardon in southern France and is listed as a World Heritage Site by UNESCO.,C,2,politics,,False
1,What were the two categories into which Roman society was informally divided?,"The tunics of poor people and laboring slaves were made from coarse wool in natural, dull shades.","The Empire can be seen as a network of regional economies, based on a form of 'political capitalism' where the state regulated commerce to ensure its own revenues.","active political freedom (libertas), including the right to vote",The two categories were honestiores and humiliores.,D,2,culture,,False
1,What did a villa represent in literature?,Boys and girls received primary education.,a lifestyle that balances intellectual and artistic interests (otium) with an appreciation of nature and agriculture,Stories were meant to instil Roman values (mores maiorum).,His former master became his patron (patronus): the two continued to have customary and legal obligations to each other.,B,2,culture,,False
1,What determined the status of a man's tunic in ancient Rome?,Elaborately carved marble and limestone,An escape from the city that represents a lifestyle balancing intellectual and artistic interests with an appreciation of nature and agriculture.,"The wider the purple stripe (clavi) on the tunic, the higher the wearer's status.",The GDP per capita of Italy is estimated as 40 to 66% higher than in the rest of the Empire.,C,2,culture,,False
1,What were the duties of a Roman governor?,"Amenities that might include an exercise room, sauna, exfoliation spa, ball court, or outdoor swimming pool.","Olive oil, wine, and pork.",They absorbed them and built temples that framed local theology within Roman religion,To make himself accessible to the people he governed and delegate various duties,D,2,culture,,False
1,What was the main commodity traded by the Roman Empire?,Form guilds,plagiarism or forgery,Grain,Pax Romana,C,2,culture,,False
1,What marked the transition between classical antiquity and the Middle Ages?,"About 300,000 soldiers.",The Barbarian Invasions.,A profound impact,The Senate,B,2,culture,,False
1,What was the main cause of the Roman population being unhealthy?,"grammar, Latin and Greek rhetoric, and philosophy",The physical arrangement of the amphitheatre represented the order of Roman society.,the death rate exceeded the birth rate and constant immigration was necessary to maintain the population,"Produce—cereals, legumes, vegetables, and fruit",C,2,culture,,False
1,What is sarcophagus relief considered to be?,The richest single source of Roman iconography,"The main courses included kid, beans, greens, a chicken, and leftover ham, followed by a dessert of fruit and wine.",A professional deposit banker.,"Portraits during the Augustan period evolved into a mixture of realism and idealism, while Republican portraits were characterized by verism.",A,2,culture,,False
1,"According to Gaius, how did the Roman legal system classify individuals?",The ideal women in Augustan love poetry were educated and well-versed in the arts.,"The grammaticus taught mainly Greek and Latin literature, while the rhetor taught oratory or public speaking.",The acquisition of wealth,"According to Gaius, the essential distinction in the Roman 'law of persons' was that all humans were either free (liberi) or slaves (servi).",D,2,politics,,False
1,How did the founders of the United States view the role of the emperor?,clothing and personal adornment,Athenian democracy and Roman republicanism,To assure its own revenues,The founders regarded the emperor as a figure of tyranny.,D,2,rulers,,False
1,What determined the ordo to which an individual belonged in ancient Rome?,insulae,Grain,Punic,The Roman census,D,2,culture,,False
1,How did the Roman calendar structure its days?,"By having a census valuation of 400,000 sesterces and three generations of free birth",Literate women ranged from cultured aristocrats to girls trained to be calligraphers and scribes.,"People of all ages played board games, including latrunculi ('Raiders') and XII scripta ('Twelve Marks').",As many as 135 days were devoted to religious festivals and games.,D,2,religion,,False
1,What types of associations and confraternities existed in Roman society?,"professional and trade guilds, veterans' groups, religious sodalities, drinking and dining clubs, performing troupes, and burial societies","good for the people, to inspire them to face honourable wounds and despise death, by exhibiting love of glory and desire for victory",The Praetorian Guard and the legions.,Hunting and learning horsemanship and warfare were considered appropriate activities in the Campus Martius.,A,2,religion,,False
1,What was a popular pastime during the festival of the Saturnalia?,Dicing as a form of gambling,The mid-1st through mid-2nd century.,Latrunculi and XII scripta,Sporadic and sometimes brutal attempts were made to suppress religionists.,A,2,culture,,False
1,What subjects were taught by the grammaticus?,"Greek and Latin literature, with history, geography, philosophy or mathematics treated as explications of the text.",It served as a reception hall for the paterfamilias to meet with clients and as a center for family religious rites.,cut down entire forests,"Kid, beans, greens, a chicken, and leftover ham.",A,2,culture,,False
1,What were some of the lasting influences of the Roman Empire?,Collectors amassed personal libraries.,The roads were primarily built for military purposes.,Symbolic and social privileges of the upper classes,"The Roman Empire had a lasting influence on the development of language, religion, art, architecture, literature, philosophy, law, and forms of government in its territories.",D,2,politics,,False
1,What was one major source of indirect-tax revenue in ancient Rome?,"The portoria, customs and tolls on trade, including among provinces.",Highly skilled fighters had costly and time-consuming training.,"A series of arena scenes: musicians, gladiators, beast fighters, and convicts condemned to the beasts",The width of the purple stripes (clavi),A,2,politics,,False
1,What was the main reason for the shorter stature of the average Roman?,A slave could use the individual fund (peculium) depending on the degree of trust and co-operation between owner and slave.,Nutrition and disease burden,"The founders of the United States regarded Athenian democracy and Roman republicanism as models for the mixed constitution, but saw the emperor as a figure of tyranny.","The architectural features above the level of the pillar bases in Aquae Sulis in Bath, England are a later reconstruction.",B,2,culture,,False
1,What was a common issue in the editing of texts during this time?,Copyists were crucified for reproducing works deemed treasonous.,"The codex, which had pages bound to a spine, replaced the volumen.","Plagiarism or forgery were common, since there was no copyright law.",The system of banks throughout the Empire,C,2,politics,,False
1,Which ideology claimed Roman imperialism?,viae,The Campus Martius.,Reading and writing,Fascist ideology,D,2,culture,,False
1,What were some of the ways finished garments were sold?,"Finished garments might be retailed by their sales agents, by vestiarii (clothing dealers), or peddled by itinerant merchants.","The mimus theatre was known for featuring scripted scenarios with free improvisation, risqué language and sex scenes, action sequences, and political satire, along with dance, juggling, acrobatics, tightrope walking, striptease, and dancing bears.",Debasement of the currency,The all-purple toga (toga picta),A,2,culture,,False
1,What was the level of social stability and economic prosperity experienced by Rome during this time?,"The Flavian Amphitheatre, better known as the Colosseum, became the regular arena for blood sports in Rome.",Roman sailing vessels navigated the Mediterranean as well as major rivers.,"There were anti-pagan laws, but they were not generally enforced; through the 6th century, centers of paganism existed in Athens, Gaza, Alexandria, and elsewhere.",The cohesion of the empire was furthered by a degree of social stability and economic prosperity that Rome had never before experienced.,D,2,culture,,False
1,What role did slaves play in the economy of ancient Rome?,To restore traditional morality and social order,They played a major role in the economy,They offered initiates salvation in the afterlife.,He justified it with a vast programme of religious revivalism and reform,B,2,culture,,False
1,What is the average lifespan estimated to be?,The average lifespan is estimated at the mid-twenties.,The codex format was replacing the volumen.,"Painted gardens, fountains, landscapes, vegetative ornament, and animals",A senator's son had to qualify on his own merits for admission to the Senate.,A,2,culture,,False
1,What did the Romans construct to supply water to various locations?,Greek and Latin.,aqueducts,Religious observances,the common people,B,2,culture,,False
1,What language gradually replaced Celtic and Italic languages in the Roman Empire?,Latin,Religion,Satire,Agriculture,A,2,culture,,False
1,"According to Peter Brown, what was the status of Jewish communities during the Christian emperors' rule?","Jewish communities enjoyed a century of stable, even privileged, existence.",The common people could manifest their approval or displeasure as a group at games.,How far a wagon could travel in a day,"Plutarch, Strabo, and Lucian",A,2,religion,,False
1,What were noxii convicts sentenced to the arena often lacking?,Caracalla,Tessellated mosaic,training,"Peregrini, non-Romans",C,2,culture,,False
